length,net_charge,hydrophobic_ratio,key_amino_acid_ratio,label
20,5,0.3,0.4,1
30,3,0.43333333333333335,0.3,1
28,4,0.7142857142857143,0.35714285714285715,0
28,4,0.35714285714285715,0.42857142857142855,1
20,-2,0.4,0.15,1
10,-10,0.0,0.0,0
13,2,0.6153846153846154,0.6923076923076923,1
13,2,0.6923076923076923,0.6923076923076923,1
18,1,0.6111111111111112,0.5555555555555556,1
24,5,0.5,0.4583333333333333,1
20,3,0.55,0.45,1
25,7,0.48,0.52,1
21,6,0.3333333333333333,0.42857142857142855,1
13,1,0.6153846153846154,0.6153846153846154,0
24,2,0.5833333333333334,0.5,1
13,3,0.38461538461538464,0.5384615384615384,1
27,2,0.48148148148148145,0.37037037037037035,0
27,3,0.48148148148148145,0.37037037037037035,1
19,3,0.5789473684210527,0.5263157894736842,1
23,2,0.5217391304347826,0.34782608695652173,0
23,3,0.4782608695652174,0.34782608695652173,0
29,3,0.4482758620689655,0.3448275862068966,1
21,2,0.5714285714285714,0.42857142857142855,1
25,3,0.48,0.4,0
21,0,0.42857142857142855,0.19047619047619047,1
10,0,0.0,0.0,0
19,1,0.42105263157894735,0.3157894736842105,0
21,3,0.42857142857142855,0.42857142857142855,1
26,5,0.46153846153846156,0.46153846153846156,1
23,4,0.43478260869565216,0.43478260869565216,1
25,10,0.36,0.52,1
19,6,0.15789473684210525,0.3157894736842105,1
13,0,0.5384615384615384,0.6153846153846154,1
16,1,0.5625,0.4375,1
16,1,0.5625,0.4375,1
23,3,0.4782608695652174,0.30434782608695654,1
21,2,0.6666666666666666,0.2857142857142857,0
22,2,0.45454545454545453,0.4090909090909091,0
23,4,0.34782608695652173,0.43478260869565216,0
21,2,0.42857142857142855,0.38095238095238093,1
21,3,0.42857142857142855,0.42857142857142855,1
21,2,0.38095238095238093,0.38095238095238093,1
21,2,0.42857142857142855,0.38095238095238093,1
25,3,0.56,0.28,1
24,4,0.5416666666666666,0.5,1
29,3,0.5517241379310345,0.3103448275862069,1
21,4,0.6190476190476191,0.38095238095238093,1
21,2,0.5714285714285714,0.2857142857142857,0
18,4,0.2222222222222222,0.2777777777777778,1
21,6,0.23809523809523808,0.38095238095238093,1
25,3,0.4,0.4,0
14,1,0.5714285714285714,0.5714285714285714,1
16,1,0.625,0.5,0
12,1,0.5833333333333334,0.6666666666666666,1
13,3,0.5384615384615384,0.38461538461538464,1
14,3,0.7142857142857143,0.6428571428571429,1
14,3,0.7142857142857143,0.6428571428571429,1
14,3,0.5,0.5714285714285714,1
14,2,0.5,0.5,1
14,3,0.5714285714285714,0.6428571428571429,0
14,3,0.5714285714285714,0.6428571428571429,1
14,3,0.5714285714285714,0.5,1
30,11,0.4,0.6666666666666666,1
26,9,0.5,0.7307692307692307,1
17,6,0.35294117647058826,0.47058823529411764,1
15,5,0.6,0.6666666666666666,1
12,6,0.5,1.0,1
13,1,0.6153846153846154,0.6153846153846154,0
20,6,0.2,0.3,1
18,5,0.2777777777777778,0.3888888888888889,1
18,4,0.3333333333333333,0.3888888888888889,1
18,5,0.2777777777777778,0.3888888888888889,1
12,4,0.5,0.5833333333333334,1
21,7,0.2857142857142857,0.5238095238095238,1
18,7,0.3333333333333333,0.5,1
21,6,0.5714285714285714,0.3333333333333333,1
25,4,0.44,0.4,1
21,7,0.3333333333333333,0.47619047619047616,1
15,4,0.3333333333333333,0.3333333333333333,1
10,0,0.2,0.0,0
24,2,0.5833333333333334,0.16666666666666666,1
13,4,0.5384615384615384,0.5384615384615384,1
